id_conversa;id_cliente;contatos_previos;reabertura;idioma;segmento_cliente;origem_contato;categoria_assunto;categoria_prevista;area_prevista
CONV-021638;CLI-AB8A6FEBDAD1;0;False;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-021655;CLI-1F130C0E836A;6;True;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-021680;CLI-97635CB1BC2A;7;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-021642;CLI-F86B52AE74DF;2;True;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-021629;CLI-525E51310AEB;0;False;EN;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-021666;CLI-E48BE0D2481C;0;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-021772;CLI-3F9BBA79296E;3;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-021753;CLI-818CF085EF98;2;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-021734;CLI-5ACBAF17EA17;0;False;PT;Correntista Nacional;Ativo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-021740;CLI-E00784E55AEE;4;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-021657;CLI-EFC95F606134;6;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-021791;CLI-FD870629D7B5;1;True;PT;Correntista Nacional;Ativo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-021725;CLI-74A8E9CF69EF;3;True;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-021673;CLI-12345541AB04;1;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-021838;CLI-9A2667487FBF;2;True;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-021804;CLI-9B40E059D6CE;0;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-021814;CLI-693D9676A0F1;8;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-021624;CLI-877EA4E62057;0;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-021714;CLI-86042FC27087;11;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-021717;CLI-BE3F8F0FCC2E;2;False;PT;Correntista Nacional;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-021644;CLI-1EA606040423;0;False;PT;Correntista Nacional;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-021704;CLI-0AFC2C9C05AD;0;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-021823;CLI-BF4D5CEB70C9;0;False;EN;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-021774;CLI-C0C7FFBA7A9D;7;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-021732;CLI-DE5581CF77BC;6;False;PT;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-021764;CLI-7FCC4A3FC135;0;False;ES;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-021670;CLI-2434EAE051C2;0;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-021850;CLI-CCD197A04E03;0;False;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-021843;CLI-AEB3C9CF5FF1;0;False;ES;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-021607;CLI-1765F4ED1D31;5;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-021761;CLI-8C539C1552F3;0;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-021765;CLI-23C79C0AE3CF;2;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-021797;CLI-CC331D590614;27;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-021773;CLI-73585CBE04B6;0;False;ES;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-021837;CLI-93123E26A94D;7;True;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-021798;CLI-FFF2AACDF8E1;3;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-021819;CLI-C4B347E12E5C;10;True;ES;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-021603;CLI-0614793DE5C9;1;False;PT;Correntista Nacional;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-021617;CLI-FBAE855B392A;0;False;PT;Correntista Nacional;Ativo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-021591;CLI-3C6322B26B2F;1;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-021672;CLI-2AC854E3091B;4;False;ES;CDE;Ativo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-021596;CLI-54E2AFB54C1D;0;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-021807;CLI-80854F1E6103;6;False;ES;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-035692;CLI-2749E309CC71;16;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-035635;CLI-64B9A945AF94;4;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-035652;CLI-B91966013D52;12;True;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-035651;CLI-290B2C96677A;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-035690;CLI-76539590897D;3;False;PT;PJ;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-035721;CLI-9654BD358FA2;0;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-035654;CLI-3CAEC593B1B2;4;True;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-035641;CLI-FBFE839FA208;9;False;ES;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-035709;CLI-5C235CC71071;5;False;PT;Correntista Nacional;Ativo;Disparo Ativo;Disparo Ativo;
CONV-035735;CLI-63253A9079DA;29;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-035670;CLI-BD916F5902B5;1;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-035655;CLI-9F3D788E32A7;0;False;ES;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-035669;CLI-5A22542BDC22;1;True;EN;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-035660;CLI-494DBB00E94C;2;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-035696;CLI-12620B8B1671;1;False;ES;Correntista Nacional;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-035726;CLI-5B4126138D85;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-035643;CLI-6F2D8A54E891;0;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-035724;CLI-76080C1BD751;1;False;ES;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-035661;CLI-0D0F3822EFE7;6;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-035649;CLI-68AE0F378AB1;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-035658;CLI-DB12BCB585BD;14;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-035720;CLI-11594A43BCD5;0;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-035704;CLI-BB2260E341D2;4;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-035713;CLI-C91B2B997814;5;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-035638;CLI-65D990F1C66D;2;False;ES;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-035712;CLI-1F62C0521676;3;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-035730;CLI-42984F3D5DC1;1;False;PT;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-035659;CLI-AD40C3E1DB89;2;True;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-035645;CLI-7C417839DC2A;4;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-016730;CLI-8C3A8393CBFA;3;True;PT;CDE;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-016716;CLI-983531DD75C3;3;True;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-016554;CLI-29A539AAB733;6;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-016593;CLI-DD18458D57C4;5;True;PT;CDE;Ativo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-016652;CLI-54CAA3023678;0;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-016727;CLI-693D9676A0F1;5;True;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-016627;CLI-77810E104C5C;4;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-016712;CLI-C92468549159;0;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-016741;CLI-53AFC40E7918;1;True;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-016746;CLI-6D3FD73798A1;3;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-016628;CLI-ED44B5FC8564;1;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-016656;CLI-0256090F2563;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-016728;CLI-CC331D590614;20;False;PT;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-016561;CLI-5F52B58D66A8;2;False;EN;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-016651;CLI-F74A5D8C3BCF;4;True;EN;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-016619;CLI-01EE327F3080;0;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-016737;CLI-BFB41094CC25;0;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-016636;CLI-E0818D0E20B4;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-016684;CLI-7768E77328A0;5;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-016650;CLI-645A0ED13559;1;True;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-016672;CLI-2895310AD5AA;1;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-016670;CLI-63D6E936F859;0;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-016615;CLI-3D45C1869D2A;0;False;PT;PJ;Ativo;Operacoes PJ - Folha e Pagamentos;Operacoes PJ - Folha e Pagamentos;Atendimento PJ
CONV-016660;CLI-D899BE1EF89A;1;True;EN;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-016683;CLI-5173E813ED9A;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-016599;CLI-0A291A5D29FF;2;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-016752;CLI-66EE39EF2F7D;0;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-016564;CLI-1C9F2C41DAE4;1;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-016649;CLI-8CE822CDA64D;2;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-016612;CLI-965C71535509;1;False;ES;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-016663;CLI-F5A11DB5C39A;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-016661;CLI-3D445DC9E461;0;False;ES;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-016587;CLI-92BD9AAA28FB;1;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-016668;CLI-9C155D63ECF0;0;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-016602;CLI-FEB823FC7802;2;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-016623;CLI-A0D148482AB5;0;False;PT;Correntista Nacional;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-016588;CLI-CD2751118855;0;False;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-016653;CLI-BDBD3BB38D64;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-016706;CLI-B5F51604C578;1;True;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-016576;CLI-D691AD4BF607;5;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-016568;CLI-20C9E7E9CDC3;2;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-016749;CLI-0E6103BA02A5;1;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-016695;CLI-5A89D1156D5E;2;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-016605;CLI-DB643E5D7913;3;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-016709;CLI-81D037A8C20A;1;False;PT;PJ;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-016698;CLI-C0C7FFBA7A9D;5;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-016632;CLI-A69C22B072C6;0;False;EN;CDE;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-016703;CLI-36DB2713AB43;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-016693;CLI-B8579AD69B19;0;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029944;CLI-C1D8C8028017;5;True;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-029790;CLI-4074C0D1EFFE;12;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029840;CLI-8F3D2A7C9374;24;False;PT;PJ;Receptivo;Operacoes PJ - Folha e Pagamentos;Operacoes PJ - Folha e Pagamentos;Atendimento PJ
CONV-029778;CLI-8F3D2A7C9374;23;False;PT;PJ;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029807;CLI-F47F2FDF60F0;0;False;PT;PJ;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029925;CLI-FAF7F1036A91;0;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-029969;CLI-6479BAA9503F;1;True;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029880;CLI-14E6308B7431;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029837;CLI-741A6CBBA41B;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029856;CLI-343879D3337A;4;True;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029847;CLI-B5F51604C578;2;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-029976;CLI-21810C6D53E6;22;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-029933;CLI-2895310AD5AA;4;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-029984;CLI-BE52F9E22DB1;1;False;EN;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-030012;CLI-227132E84B6B;4;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-029992;CLI-1D207CEE8CDF;1;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029954;CLI-A8DA7F03A5A5;2;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029977;CLI-1E8F48B23EA7;0;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029810;CLI-2574BE21BD93;2;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-029783;CLI-994613E5E24D;2;False;ES;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-029818;CLI-D261E65DB0B4;2;False;ES;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029831;CLI-B3D46642AB16;2;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029996;CLI-62699C8E9ECD;5;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-029879;CLI-9F7A0A9337A1;8;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-029806;CLI-A3ABE28921B4;2;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-029901;CLI-568157773B31;2;False;EN;CDE;Ativo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-029826;CLI-84B06D1D2061;2;False;PT;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-029849;CLI-B90254FC1E23;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029793;CLI-9B0E0594B9C1;0;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-029891;CLI-4B81273E44D8;0;False;PT;Correntista Nacional;Ativo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-030003;CLI-F4B86ED315DC;17;False;PT;Correntista Nacional;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-029956;CLI-2A76696BA0B0;4;True;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-029948;CLI-6312E03E713C;7;False;EN;Correntista Nacional;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029875;CLI-00F2C06C8A38;1;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-029903;CLI-5CC05F81223F;4;True;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-029867;CLI-4F3FE1DD1F32;6;False;PT;Correntista Nacional;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029920;CLI-693D9676A0F1;10;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-029844;CLI-693D9676A0F1;9;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029905;CLI-71B633CB86AE;2;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-029909;CLI-60AD350CEDED;3;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029841;CLI-C6D62C977E59;6;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-029995;CLI-A41E40E49908;6;True;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-029889;CLI-C6547383E0EF;11;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-029993;CLI-D39D7C4C66FA;13;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-029963;CLI-544644F46491;4;True;PT;Correntista Nacional;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-029796;CLI-26B883D50E60;1;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029876;CLI-584FF72C6984;3;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029782;CLI-2EE505B8EDFA;2;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029974;CLI-FA0A862E6B4D;3;False;ES;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029795;CLI-A4EF89D99F57;5;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029773;CLI-CC331D590614;39;True;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-029877;CLI-9090EE10826F;1;False;ES;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-029972;CLI-0E6103BA02A5;2;False;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-029839;CLI-E4A211E5195B;0;False;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-029779;CLI-C7A19F3D8C58;6;True;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029824;CLI-48605F07CA61;0;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029797;CLI-66AA57275344;1;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-029913;CLI-865D0EA494D7;2;True;ES;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029926;CLI-BAE45B877B3A;5;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029930;CLI-D465967B58A4;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029975;CLI-9B877F8D3204;1;True;PT;Correntista Nacional;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029786;CLI-184E8C28C5C6;3;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029962;CLI-07FE1020D64B;0;False;PT;Correntista Nacional;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-027670;CLI-A6AA7C27BCAE;0;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-027736;CLI-C97E31419927;3;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-027690;CLI-9EE29412B599;0;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-027829;CLI-BE6E41E625E9;6;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-027737;CLI-A171A7290E66;2;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-027684;CLI-22CA99065981;2;False;PT;CDE;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-027855;CLI-F0CA1F95C493;0;False;EN;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-027654;CLI-D989FE091CFB;3;False;EN;CDE;Ativo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-027870;CLI-E2762C560BB3;7;False;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-027760;CLI-BB8CE8B92181;10;False;ES;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-027799;CLI-E67C3FA34A61;2;False;ES;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-027688;CLI-93DCBC60D512;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-027842;CLI-82A4BB82F2AE;2;False;PT;PJ;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-027660;CLI-234E649D75E3;27;True;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-027828;CLI-5F30C4932DF0;3;False;EN;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-027741;CLI-C55BD83B5007;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-027651;CLI-B21FCF7F0940;4;True;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-027699;CLI-BDDF46E44CB9;0;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-027794;CLI-F83235F5BE39;0;False;PT;Correntista Nacional;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-027858;CLI-5FA102D500E2;3;False;PT;Correntista Nacional;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-027669;CLI-35B2E7B14CEC;0;False;ES;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
